Brand,Model,Year of Manufacture,Engine Capacity (cc),Mileage (km/l),Price (INR),Resale Price (INR),Seller Type,City Tier,Fuel Type,Insurance Status,State,Avg Daily Distance (km),Bike Age,Depreciation Rate (%)
Suzuki,Access,2007,242,36.8,77884,60362,Individual,Tier 1,Petrol,Not Insured,Tamil Nadu,32,18,22.5
Yamaha,R15,2008,216,74.9,44056,20026,Dealer,Tier 2,Electric,Insured,Delhi,13,17,54.54
Honda,Livo,2023,309,69.4,93420,72295,Individual,Tier 3,Petrol,Not Insured,Karnataka,51,2,22.61
Hero,Splendor,2008,334,35.8,139789,44414,Dealer,Tier 2,Electric,Not Insured,Karnataka,30,17,68.23
Honda,Livo,2005,307,77.8,140435,29852,Dealer,Tier 2,Petrol,Insured,Maharashtra,47,20,78.74
Bajaj,Avenger,2006,308,65.3,53046,44656,Dealer,Tier 2,Petrol,Insured,Delhi,42,19,15.82
Yamaha,FZ,2017,187,43.9,138959,40947,Individual,Tier 1,Electric,Insured,Delhi,48,8,70.53
Yamaha,SZ,2023,159,54.5,99758,65289,Dealer,Tier 1,Diesel,Not Insured,Rajasthan,50,2,34.55
Suzuki,Gixxer,2010,226,76.3,92873,71770,Individual,Tier 1,Electric,Not Insured,Rajasthan,25,15,22.72
Hero,Passion,2020,250,79.5,63077,35157,Dealer,Tier 3,Diesel,Insured,Delhi,41,5,44.26
Bajaj,Pulsar,2009,244,52.3,122618,88786,Individual,Tier 2,Diesel,Insured,Uttar Pradesh,11,16,27.59
Hero,Passion,2008,229,75.0,82923,34647,Dealer,Tier 1,Petrol,Not Insured,Maharashtra,18,17,58.22
Yamaha,R15,2017,235,48.0,89217,32711,Dealer,Tier 1,Petrol,Insured,Tamil Nadu,31,8,63.34
Suzuki,Access,2009,196,38.0,50011,46150,Individual,Tier 1,Electric,Insured,Maharashtra,51,16,7.72
Suzuki,Gixxer,2021,253,69.1,115793,53364,Individual,Tier 1,Electric,Not Insured,Delhi,53,4,53.91
Bajaj,Avenger,2014,317,73.1,136024,103235,Individual,Tier 3,Electric,Insured,Maharashtra,28,11,24.11
Honda,Livo,2018,333,64.2,43363,41818,Dealer,Tier 2,Petrol,Insured,Tamil Nadu,60,7,3.56
Honda,Unicorn,2012,206,48.2,101800,83451,Dealer,Tier 2,Petrol,Insured,Tamil Nadu,33,13,18.02
Honda,Livo,2006,259,50.3,34879,27814,Individual,Tier 3,Diesel,Not Insured,Karnataka,26,19,20.26
Yamaha,FZ,2019,310,68.5,65027,53062,Dealer,Tier 2,Diesel,Not Insured,Delhi,51,6,18.4
Suzuki,Burgman,2021,338,36.9,67104,65328,Individual,Tier 1,Electric,Not Insured,Delhi,24,4,2.65
Hero,Splendor,2011,316,74.9,96775,53346,Dealer,Tier 1,Electric,Insured,Delhi,19,14,44.88
Hero,HF Deluxe,2009,252,71.9,115653,71082,Individual,Tier 3,Petrol,Not Insured,Delhi,36,16,38.54
Suzuki,Gixxer,2023,170,66.1,109808,97155,Individual,Tier 3,Diesel,Not Insured,Karnataka,22,2,11.52
Honda,Livo,2013,268,75.8,104030,88046,Dealer,Tier 2,Electric,Not Insured,Gujarat,19,12,15.36
Hero,HF Deluxe,2005,195,61.5,38913,25124,Individual,Tier 3,Diesel,Not Insured,Gujarat,55,20,35.44
Suzuki,Access,2015,205,48.3,145012,82617,Dealer,Tier 2,Electric,Not Insured,Uttar Pradesh,28,10,43.03
Suzuki,Burgman,2023,169,37.6,128926,107717,Dealer,Tier 2,Petrol,Not Insured,Delhi,56,2,16.45
Honda,Livo,2010,306,69.5,141065,85881,Individual,Tier 1,Electric,Not Insured,Gujarat,58,15,39.12
Yamaha,FZ,2013,256,79.1,76599,48853,Individual,Tier 3,Electric,Not Insured,Rajasthan,12,12,36.22
Yamaha,FZ,2012,228,59.0,41996,41451,Individual,Tier 3,Electric,Not Insured,Gujarat,42,13,1.3
Honda,Livo,2008,248,46.2,64453,61740,Individual,Tier 1,Electric,Insured,Gujarat,58,17,4.21
Yamaha,FZ,2007,330,64.7,100978,81444,Dealer,Tier 2,Petrol,Insured,Uttar Pradesh,41,18,19.34
Bajaj,Pulsar,2021,175,33.8,80357,20732,Individual,Tier 1,Petrol,Insured,Uttar Pradesh,30,4,74.2
Yamaha,SZ,2021,232,60.3,49936,22628,Individual,Tier 1,Electric,Insured,Rajasthan,21,4,54.69
Hero,Passion,2023,142,65.1,103278,39116,Dealer,Tier 2,Petrol,Insured,Gujarat,41,2,62.13
Bajaj,CT 100,2012,81,50.4,111624,43475,Dealer,Tier 2,Electric,Not Insured,Karnataka,27,13,61.05
Honda,Shine,2022,166,66.0,125742,29735,Dealer,Tier 2,Electric,Not Insured,Karnataka,23,3,76.35
Yamaha,SZ,2015,181,66.2,46314,26820,Individual,Tier 1,Diesel,Insured,Delhi,44,10,42.09
Bajaj,Pulsar,2013,256,78.6,94194,88949,Individual,Tier 1,Petrol,Insured,Gujarat,55,12,5.57
Bajaj,Avenger,2016,254,54.5,65841,42837,Individual,Tier 1,Petrol,Not Insured,Karnataka,45,9,34.94
Bajaj,Avenger,2009,251,45.4,101058,65147,Dealer,Tier 3,Diesel,Not Insured,Uttar Pradesh,43,16,35.54
Yamaha,FZ,2007,143,35.5,54080,44889,Dealer,Tier 3,Electric,Insured,Rajasthan,36,18,17.0
Yamaha,FZ,2017,295,51.1,57530,52764,Dealer,Tier 2,Diesel,Not Insured,Uttar Pradesh,60,8,8.28
Hero,Passion,2022,259,40.0,128342,51006,Individual,Tier 1,Electric,Insured,Uttar Pradesh,57,3,60.26
Yamaha,R15,2007,202,45.8,57139,46334,Individual,Tier 1,Diesel,Insured,Rajasthan,10,18,18.91
Hero,Passion,2019,113,51.0,135950,64155,Dealer,Tier 2,Petrol,Insured,Karnataka,40,6,52.81
Yamaha,R15,2010,263,79.5,142605,138058,Individual,Tier 1,Diesel,Insured,Rajasthan,14,15,3.19
Bajaj,Avenger,2008,229,45.7,49314,26865,Individual,Tier 2,Electric,Insured,Karnataka,56,17,45.52
Honda,Livo,2007,292,66.3,76039,34484,Individual,Tier 1,Petrol,Insured,Karnataka,38,18,54.65
Yamaha,R15,2006,220,72.2,73692,61667,Individual,Tier 2,Diesel,Insured,Karnataka,13,19,16.32
Yamaha,R15,2019,287,53.2,35748,28237,Individual,Tier 2,Electric,Not Insured,Uttar Pradesh,23,6,21.01
Hero,HF Deluxe,2022,331,56.3,108338,45382,Individual,Tier 3,Petrol,Not Insured,Gujarat,19,3,58.11
Bajaj,Pulsar,2020,180,52.6,91111,29765,Dealer,Tier 1,Petrol,Insured,Tamil Nadu,29,5,67.33
Yamaha,FZ,2005,107,30.9,131138,36083,Dealer,Tier 2,Electric,Insured,Karnataka,19,20,72.48
Hero,Splendor,2019,292,37.5,139739,33379,Dealer,Tier 2,Petrol,Not Insured,Uttar Pradesh,51,6,76.11
Hero,HF Deluxe,2016,188,58.7,113242,99251,Individual,Tier 1,Diesel,Not Insured,Uttar Pradesh,53,9,12.35
Honda,Shine,2005,310,58.1,133219,102837,Dealer,Tier 1,Electric,Insured,Tamil Nadu,26,20,22.81
Honda,Unicorn,2022,230,33.0,41907,34517,Individual,Tier 1,Petrol,Insured,Tamil Nadu,48,3,17.63
Hero,Passion,2016,303,48.8,30268,28628,Dealer,Tier 2,Diesel,Not Insured,Uttar Pradesh,42,9,5.42
Suzuki,Burgman,2009,132,65.6,71001,34645,Dealer,Tier 3,Electric,Not Insured,Tamil Nadu,46,16,51.2
Honda,Shine,2011,188,56.8,147255,38955,Dealer,Tier 3,Electric,Insured,Uttar Pradesh,50,14,73.55
Honda,Shine,2018,325,48.7,69161,49027,Individual,Tier 3,Diesel,Insured,Gujarat,10,7,29.11
Honda,Shine,2007,291,41.4,99871,66349,Individual,Tier 3,Diesel,Insured,Uttar Pradesh,34,18,33.57
Suzuki,Burgman,2011,110,51.6,69799,41863,Individual,Tier 1,Electric,Insured,Delhi,23,14,40.02
Bajaj,CT 100,2006,231,38.8,58320,49864,Individual,Tier 1,Petrol,Insured,Karnataka,57,19,14.5
Bajaj,Pulsar,2021,256,43.0,113945,25468,Dealer,Tier 1,Diesel,Insured,Tamil Nadu,10,4,77.65
Yamaha,SZ,2023,193,60.0,42260,24460,Dealer,Tier 3,Electric,Insured,Rajasthan,17,2,42.12
Suzuki,Gixxer,2019,172,78.1,44088,23350,Dealer,Tier 2,Diesel,Not Insured,Uttar Pradesh,36,6,47.04
Honda,Livo,2012,109,49.4,137324,65809,Dealer,Tier 1,Petrol,Insured,Delhi,21,13,52.08
Bajaj,Avenger,2007,178,79.8,75896,56424,Individual,Tier 2,Electric,Not Insured,Karnataka,45,18,25.66
Yamaha,SZ,2022,177,73.4,45168,37404,Dealer,Tier 1,Diesel,Insured,Maharashtra,42,3,17.19
Honda,Shine,2020,187,54.7,77476,21123,Dealer,Tier 3,Petrol,Not Insured,Delhi,36,5,72.74
Yamaha,R15,2009,271,45.2,90533,67505,Individual,Tier 1,Petrol,Not Insured,Maharashtra,40,16,25.44
Honda,Livo,2018,204,52.2,113112,47737,Dealer,Tier 3,Electric,Not Insured,Tamil Nadu,21,7,57.8
Yamaha,SZ,2012,215,59.9,70220,50412,Dealer,Tier 3,Diesel,Insured,Delhi,20,13,28.21
Bajaj,Pulsar,2020,180,74.5,63166,40736,Individual,Tier 2,Electric,Insured,Maharashtra,32,5,35.51
Honda,Shine,2007,100,77.3,144142,78403,Dealer,Tier 3,Electric,Not Insured,Karnataka,12,18,45.61
Hero,HF Deluxe,2011,261,68.2,57989,46359,Individual,Tier 3,Electric,Insured,Rajasthan,57,14,20.06
Honda,Unicorn,2006,343,62.1,84854,64628,Individual,Tier 1,Electric,Not Insured,Gujarat,54,19,23.84
Yamaha,FZ,2020,160,70.1,69913,27823,Individual,Tier 1,Electric,Insured,Karnataka,23,5,60.2
Suzuki,Access,2005,218,44.9,136017,65387,Dealer,Tier 3,Petrol,Insured,Gujarat,46,20,51.93
Honda,Unicorn,2009,345,78.6,63533,60453,Dealer,Tier 2,Diesel,Not Insured,Rajasthan,14,16,4.85
Hero,Splendor,2007,196,58.4,98373,59529,Dealer,Tier 2,Petrol,Not Insured,Tamil Nadu,38,18,39.49
Yamaha,SZ,2021,339,39.1,31228,25076,Individual,Tier 3,Petrol,Insured,Maharashtra,17,4,19.7
Bajaj,CT 100,2015,182,58.6,124969,122967,Individual,Tier 1,Diesel,Insured,Uttar Pradesh,43,10,1.6
Bajaj,CT 100,2014,329,79.9,33071,27219,Individual,Tier 2,Diesel,Insured,Rajasthan,41,11,17.7
Bajaj,CT 100,2009,273,42.4,124794,99480,Individual,Tier 3,Petrol,Insured,Karnataka,51,16,20.28
Hero,Passion,2021,298,41.2,68641,56751,Individual,Tier 3,Diesel,Insured,Gujarat,36,4,17.32
Honda,Unicorn,2021,81,68.2,31304,21563,Dealer,Tier 2,Petrol,Insured,Delhi,27,4,31.12
Honda,Livo,2018,205,33.2,40625,27261,Individual,Tier 1,Electric,Not Insured,Gujarat,25,7,32.9
Suzuki,Gixxer,2007,204,75.4,63028,53801,Dealer,Tier 1,Petrol,Insured,Uttar Pradesh,20,18,14.64
Honda,Shine,2018,309,78.0,76888,41793,Dealer,Tier 3,Electric,Not Insured,Rajasthan,24,7,45.64
Yamaha,SZ,2023,308,59.0,129511,36410,Individual,Tier 2,Diesel,Insured,Karnataka,40,2,71.89
Bajaj,Avenger,2006,266,60.4,76068,36642,Dealer,Tier 1,Diesel,Insured,Uttar Pradesh,34,19,51.83
Hero,Passion,2022,145,60.2,41186,28680,Individual,Tier 3,Petrol,Insured,Uttar Pradesh,24,3,30.36
Yamaha,SZ,2009,125,42.5,64484,59702,Dealer,Tier 2,Petrol,Not Insured,Maharashtra,22,16,7.42
Hero,Passion,2017,163,49.1,90203,51362,Dealer,Tier 3,Diesel,Not Insured,Delhi,48,8,43.06
Hero,Passion,2010,204,40.0,94712,33179,Dealer,Tier 3,Petrol,Insured,Tamil Nadu,41,15,64.97
Hero,Splendor,2012,191,46.8,44533,23867,Individual,Tier 3,Petrol,Insured,Uttar Pradesh,17,13,46.41
Yamaha,R15,2014,85,43.2,69954,67255,Dealer,Tier 1,Petrol,Not Insured,Gujarat,14,11,3.86
Suzuki,Access,2011,278,60.7,113304,108184,Dealer,Tier 2,Electric,Insured,Karnataka,38,14,4.52
Suzuki,Access,2005,99,66.7,141711,43217,Dealer,Tier 3,Electric,Not Insured,Uttar Pradesh,31,20,69.5
Hero,Splendor,2010,333,39.4,84743,70566,Individual,Tier 3,Petrol,Not Insured,Tamil Nadu,30,15,16.73
Yamaha,FZ,2018,328,41.1,38874,35607,Individual,Tier 1,Petrol,Not Insured,Delhi,52,7,8.4
Bajaj,Pulsar,2021,232,52.0,112554,66237,Individual,Tier 2,Electric,Not Insured,Gujarat,16,4,41.15
Hero,HF Deluxe,2005,232,61.4,71095,26776,Individual,Tier 1,Electric,Not Insured,Uttar Pradesh,21,20,62.34
Hero,Splendor,2006,206,30.2,44210,32761,Dealer,Tier 3,Electric,Not Insured,Tamil Nadu,31,19,25.9
Suzuki,Gixxer,2009,148,58.6,85822,24727,Dealer,Tier 3,Petrol,Insured,Rajasthan,56,16,71.19
Yamaha,FZ,2014,156,63.5,42164,27789,Dealer,Tier 2,Diesel,Insured,Maharashtra,30,11,34.09
Bajaj,Avenger,2019,112,71.7,141943,104415,Individual,Tier 1,Petrol,Not Insured,Tamil Nadu,54,6,26.44
Suzuki,Gixxer,2006,147,63.2,55525,51994,Individual,Tier 3,Petrol,Insured,Maharashtra,28,19,6.36
Honda,Unicorn,2016,165,42.2,127752,41547,Dealer,Tier 2,Diesel,Not Insured,Maharashtra,54,9,67.48
Bajaj,Pulsar,2023,308,56.8,126046,100414,Individual,Tier 2,Electric,Insured,Uttar Pradesh,24,2,20.34
Bajaj,Pulsar,2008,342,43.9,33522,22790,Individual,Tier 2,Petrol,Not Insured,Tamil Nadu,45,17,32.01
Suzuki,Access,2007,195,79.5,101128,39041,Dealer,Tier 1,Diesel,Not Insured,Karnataka,55,18,61.39
Honda,Unicorn,2007,299,40.5,103333,64046,Dealer,Tier 3,Electric,Not Insured,Rajasthan,19,18,38.02
Suzuki,Gixxer,2021,89,33.5,43021,32333,Dealer,Tier 2,Diesel,Insured,Uttar Pradesh,38,4,24.84
Yamaha,FZ,2023,287,32.3,123418,94183,Dealer,Tier 1,Diesel,Not Insured,Maharashtra,47,2,23.69
Suzuki,Burgman,2014,234,78.5,89593,60964,Dealer,Tier 2,Diesel,Not Insured,Gujarat,47,11,31.95
Bajaj,Pulsar,2009,133,54.8,31505,28205,Dealer,Tier 1,Diesel,Not Insured,Delhi,38,16,10.47
Bajaj,CT 100,2020,150,41.2,134329,27616,Dealer,Tier 3,Diesel,Insured,Maharashtra,25,5,79.44
Bajaj,Avenger,2009,334,43.4,134954,83636,Dealer,Tier 3,Electric,Not Insured,Karnataka,17,16,38.03
Hero,Passion,2016,310,73.0,46967,39535,Dealer,Tier 2,Petrol,Not Insured,Maharashtra,38,9,15.82
Honda,Shine,2006,173,77.6,117200,67436,Individual,Tier 3,Electric,Insured,Maharashtra,32,19,42.46
Hero,Passion,2017,338,71.8,146961,68816,Dealer,Tier 1,Electric,Not Insured,Rajasthan,45,8,53.17
Suzuki,Access,2018,141,51.2,124564,40601,Dealer,Tier 2,Petrol,Insured,Karnataka,50,7,67.41
Honda,Livo,2005,344,44.5,134468,101729,Individual,Tier 1,Electric,Not Insured,Maharashtra,26,20,24.35
Hero,HF Deluxe,2012,214,79.5,113561,39666,Individual,Tier 2,Petrol,Not Insured,Rajasthan,44,13,65.07
Yamaha,R15,2010,288,54.3,133575,100173,Individual,Tier 3,Electric,Insured,Rajasthan,35,15,25.01
Bajaj,Pulsar,2011,341,71.6,79887,46061,Dealer,Tier 1,Diesel,Insured,Delhi,12,14,42.34
Hero,Passion,2020,197,41.6,33590,26959,Dealer,Tier 2,Diesel,Insured,Karnataka,46,5,19.74
Hero,Splendor,2015,159,31.2,40404,38007,Individual,Tier 1,Diesel,Insured,Maharashtra,46,10,5.93
Suzuki,Burgman,2017,187,63.4,135042,68498,Individual,Tier 1,Diesel,Insured,Uttar Pradesh,31,8,49.28
Bajaj,Avenger,2023,344,32.1,134732,64092,Individual,Tier 3,Electric,Insured,Tamil Nadu,60,2,52.43
Hero,HF Deluxe,2020,256,37.4,124709,60112,Individual,Tier 1,Electric,Not Insured,Maharashtra,13,5,51.8
Honda,Unicorn,2021,320,42.2,33197,29139,Dealer,Tier 2,Diesel,Insured,Maharashtra,25,4,12.22
Hero,Passion,2010,298,59.7,132566,99047,Individual,Tier 1,Diesel,Not Insured,Uttar Pradesh,47,15,25.28
Bajaj,Pulsar,2015,155,77.7,101704,58366,Individual,Tier 2,Electric,Insured,Gujarat,17,10,42.61
Yamaha,FZ,2010,256,30.8,93718,55283,Individual,Tier 2,Diesel,Not Insured,Rajasthan,33,15,41.01
Bajaj,Pulsar,2006,85,50.5,85420,26194,Dealer,Tier 3,Petrol,Insured,Rajasthan,30,19,69.34
Honda,Livo,2016,319,54.9,135450,114793,Dealer,Tier 2,Petrol,Not Insured,Delhi,28,9,15.25
Suzuki,Burgman,2009,152,31.4,54762,29144,Dealer,Tier 2,Electric,Not Insured,Karnataka,52,16,46.78
Suzuki,Gixxer,2021,336,74.7,103392,72605,Individual,Tier 1,Diesel,Insured,Rajasthan,37,4,29.78
Suzuki,Access,2014,84,62.6,111417,34020,Individual,Tier 1,Petrol,Not Insured,Maharashtra,37,11,69.47
Yamaha,SZ,2009,288,79.7,104397,79291,Dealer,Tier 2,Petrol,Insured,Tamil Nadu,21,16,24.05
Honda,Unicorn,2006,282,31.8,138067,40867,Dealer,Tier 2,Diesel,Insured,Rajasthan,44,19,70.4
Suzuki,Burgman,2005,306,40.8,115245,55652,Individual,Tier 1,Petrol,Insured,Uttar Pradesh,55,20,51.71
Hero,Splendor,2010,282,74.8,46012,45042,Individual,Tier 2,Diesel,Not Insured,Rajasthan,51,15,2.11
Hero,Splendor,2013,96,32.4,89675,86685,Dealer,Tier 3,Electric,Not Insured,Maharashtra,44,12,3.33
Suzuki,Gixxer,2018,96,76.1,122272,73835,Dealer,Tier 1,Electric,Insured,Gujarat,58,7,39.61
Honda,Unicorn,2011,222,33.8,129579,115244,Dealer,Tier 2,Petrol,Insured,Tamil Nadu,57,14,11.06
Honda,Shine,2014,215,56.7,69329,39062,Dealer,Tier 3,Electric,Insured,Karnataka,50,11,43.66
Suzuki,Gixxer,2019,203,33.5,97471,38721,Individual,Tier 3,Diesel,Not Insured,Delhi,37,6,60.27
Suzuki,Access,2008,343,75.0,144790,30371,Individual,Tier 3,Diesel,Not Insured,Tamil Nadu,12,17,79.02
Honda,Shine,2018,210,48.9,119031,43262,Dealer,Tier 2,Diesel,Insured,Karnataka,39,7,63.65
Suzuki,Gixxer,2013,239,32.7,95207,61312,Individual,Tier 2,Diesel,Not Insured,Delhi,52,12,35.6
Hero,HF Deluxe,2006,261,63.0,96331,75331,Individual,Tier 2,Electric,Not Insured,Delhi,33,19,21.8
Bajaj,CT 100,2010,212,78.9,39068,38912,Dealer,Tier 2,Petrol,Not Insured,Tamil Nadu,38,15,0.4
Yamaha,R15,2014,300,62.9,91589,45500,Individual,Tier 1,Electric,Insured,Delhi,11,11,50.32
Suzuki,Burgman,2015,107,76.8,110217,67976,Individual,Tier 1,Diesel,Not Insured,Delhi,39,10,38.33
Honda,Unicorn,2020,135,75.5,77178,39844,Individual,Tier 1,Petrol,Not Insured,Gujarat,59,5,48.37
Bajaj,Avenger,2021,159,73.4,63346,22041,Dealer,Tier 1,Petrol,Not Insured,Rajasthan,15,4,65.21
Suzuki,Gixxer,2020,332,34.5,69003,30409,Individual,Tier 2,Electric,Not Insured,Tamil Nadu,31,5,55.93
Suzuki,Burgman,2008,107,43.3,78743,53863,Dealer,Tier 3,Petrol,Not Insured,Rajasthan,41,17,31.6
Suzuki,Access,2021,258,30.6,148747,112316,Dealer,Tier 1,Diesel,Insured,Uttar Pradesh,28,4,24.49
Hero,Splendor,2010,268,40.8,91666,62759,Dealer,Tier 3,Electric,Not Insured,Delhi,41,15,31.54
Honda,Livo,2014,189,59.1,48315,40698,Dealer,Tier 3,Diesel,Not Insured,Gujarat,52,11,15.77
Bajaj,CT 100,2011,269,75.6,75216,46550,Dealer,Tier 2,Electric,Not Insured,Rajasthan,59,14,38.11
Hero,Passion,2023,212,76.5,74545,40879,Dealer,Tier 2,Diesel,Not Insured,Delhi,30,2,45.16
Bajaj,Avenger,2018,326,58.4,120206,51068,Dealer,Tier 1,Petrol,Not Insured,Tamil Nadu,45,7,57.52
Bajaj,Pulsar,2011,151,64.1,77869,37642,Dealer,Tier 3,Electric,Insured,Rajasthan,34,14,51.66
Yamaha,FZ,2020,232,78.6,110091,81596,Individual,Tier 1,Electric,Insured,Rajasthan,38,5,25.88
Yamaha,SZ,2011,303,51.3,61565,57433,Dealer,Tier 1,Diesel,Insured,Gujarat,21,14,6.71
Suzuki,Gixxer,2018,277,73.4,115730,46262,Dealer,Tier 2,Petrol,Insured,Maharashtra,25,7,60.03
Hero,Splendor,2006,111,79.1,84836,82521,Individual,Tier 1,Petrol,Not Insured,Karnataka,43,19,2.73
Suzuki,Burgman,2011,188,76.0,133357,77767,Dealer,Tier 1,Diesel,Insured,Tamil Nadu,17,14,41.69
Honda,Unicorn,2020,130,32.7,30402,20399,Dealer,Tier 2,Diesel,Not Insured,Tamil Nadu,60,5,32.9
Yamaha,FZ,2020,219,45.4,71342,65215,Individual,Tier 2,Diesel,Insured,Gujarat,10,5,8.59
Suzuki,Access,2012,109,32.3,148764,31076,Individual,Tier 1,Diesel,Insured,Uttar Pradesh,25,13,79.11
Hero,Splendor,2008,344,63.2,34023,28290,Dealer,Tier 3,Petrol,Not Insured,Rajasthan,36,17,16.85
Hero,Splendor,2016,156,76.8,108655,22672,Dealer,Tier 1,Electric,Insured,Tamil Nadu,45,9,79.13
Suzuki,Access,2021,119,43.7,115574,70360,Individual,Tier 1,Petrol,Not Insured,Rajasthan,36,4,39.12
Bajaj,Pulsar,2014,230,59.5,47285,30017,Dealer,Tier 2,Petrol,Insured,Uttar Pradesh,29,11,36.52
Hero,HF Deluxe,2014,191,50.1,43550,24497,Dealer,Tier 1,Electric,Not Insured,Gujarat,27,11,43.75
Hero,Splendor,2010,323,76.8,140141,95361,Dealer,Tier 1,Petrol,Not Insured,Karnataka,17,15,31.95
Yamaha,SZ,2011,113,66.0,68427,29203,Individual,Tier 1,Diesel,Insured,Delhi,28,14,57.32
Suzuki,Burgman,2012,344,45.6,30150,25020,Dealer,Tier 3,Electric,Not Insured,Rajasthan,50,13,17.01
Suzuki,Access,2020,157,51.3,101702,87885,Individual,Tier 1,Diesel,Insured,Uttar Pradesh,46,5,13.59
Yamaha,R15,2008,111,57.3,133546,64089,Individual,Tier 3,Electric,Not Insured,Delhi,55,17,52.01
Hero,Passion,2015,316,31.4,42479,25471,Individual,Tier 1,Petrol,Insured,Maharashtra,15,10,40.04
Hero,HF Deluxe,2006,343,52.4,131131,37115,Dealer,Tier 1,Electric,Not Insured,Uttar Pradesh,14,19,71.7
Bajaj,Avenger,2022,289,70.7,106895,94602,Individual,Tier 2,Petrol,Insured,Karnataka,47,3,11.5
Suzuki,Access,2013,221,78.8,102865,20078,Dealer,Tier 1,Diesel,Insured,Maharashtra,24,12,80.48
Suzuki,Burgman,2018,117,51.2,44926,38752,Dealer,Tier 3,Diesel,Insured,Uttar Pradesh,33,7,13.74
Bajaj,CT 100,2010,81,59.1,81376,34663,Individual,Tier 1,Petrol,Not Insured,Delhi,33,15,57.4
Suzuki,Access,2021,111,78.2,71093,53149,Dealer,Tier 2,Electric,Not Insured,Karnataka,34,4,25.24
Hero,Splendor,2009,326,67.8,123085,32695,Individual,Tier 2,Diesel,Insured,Tamil Nadu,59,16,73.44
Honda,Livo,2014,187,72.5,86554,65483,Individual,Tier 1,Petrol,Not Insured,Gujarat,53,11,24.34
Suzuki,Access,2021,348,63.7,58588,48402,Dealer,Tier 2,Electric,Insured,Maharashtra,52,4,17.39
Suzuki,Burgman,2017,154,58.0,103332,57561,Individual,Tier 3,Diesel,Insured,Gujarat,41,8,44.3
Hero,Splendor,2009,194,71.3,120167,109020,Individual,Tier 2,Diesel,Insured,Tamil Nadu,32,16,9.28
Suzuki,Gixxer,2011,231,56.6,97371,54906,Dealer,Tier 1,Electric,Not Insured,Uttar Pradesh,32,14,43.61
Hero,Passion,2006,235,49.3,104904,74181,Dealer,Tier 2,Diesel,Not Insured,Gujarat,52,19,29.29
Suzuki,Burgman,2017,110,35.8,137414,54008,Individual,Tier 2,Electric,Not Insured,Maharashtra,55,8,60.7
Bajaj,CT 100,2017,105,44.2,58774,41013,Individual,Tier 1,Electric,Insured,Delhi,52,8,30.22
Bajaj,Pulsar,2007,144,56.3,117428,85975,Dealer,Tier 3,Diesel,Not Insured,Tamil Nadu,49,18,26.78
Honda,Shine,2007,194,66.8,84645,63974,Individual,Tier 1,Diesel,Insured,Delhi,29,18,24.42
Honda,Shine,2014,328,52.9,59279,58393,Individual,Tier 3,Electric,Insured,Tamil Nadu,33,11,1.49
Hero,Passion,2017,274,59.7,36533,29814,Individual,Tier 2,Diesel,Insured,Uttar Pradesh,35,8,18.39
Yamaha,FZ,2015,276,42.8,50891,21846,Individual,Tier 3,Diesel,Insured,Delhi,11,10,57.07
Bajaj,Pulsar,2019,124,49.3,122723,119204,Individual,Tier 2,Petrol,Insured,Tamil Nadu,30,6,2.87
Hero,Splendor,2023,116,49.0,87054,60502,Individual,Tier 3,Electric,Insured,Karnataka,41,2,30.5
Bajaj,CT 100,2010,262,65.2,48312,35859,Dealer,Tier 2,Diesel,Insured,Maharashtra,28,15,25.78
Yamaha,SZ,2016,336,66.4,115478,39839,Individual,Tier 1,Diesel,Not Insured,Rajasthan,42,9,65.5
Bajaj,Avenger,2010,347,46.6,148400,85453,Individual,Tier 1,Petrol,Insured,Delhi,11,15,42.42
Hero,Splendor,2010,81,54.3,107233,65166,Dealer,Tier 2,Electric,Insured,Maharashtra,14,15,39.23
Honda,Unicorn,2010,220,48.0,68182,36949,Individual,Tier 1,Petrol,Insured,Gujarat,28,15,45.81
Yamaha,FZ,2018,339,52.5,49869,24444,Dealer,Tier 3,Electric,Insured,Uttar Pradesh,16,7,50.98
Yamaha,SZ,2012,337,47.0,125765,83721,Individual,Tier 2,Petrol,Not Insured,Gujarat,48,13,33.43
Yamaha,FZ,2008,146,65.9,37366,26128,Dealer,Tier 3,Diesel,Insured,Uttar Pradesh,53,17,30.08
Hero,Passion,2006,319,32.2,104947,64804,Dealer,Tier 2,Diesel,Insured,Delhi,23,19,38.25
Hero,Passion,2016,308,32.8,73006,51631,Dealer,Tier 2,Petrol,Not Insured,Maharashtra,35,9,29.28
Yamaha,FZ,2011,166,66.1,113176,103011,Individual,Tier 1,Diesel,Not Insured,Maharashtra,57,14,8.98
Suzuki,Access,2011,297,59.4,60776,55367,Individual,Tier 2,Diesel,Insured,Rajasthan,50,14,8.9
Honda,Unicorn,2019,159,70.8,65046,59211,Dealer,Tier 2,Diesel,Not Insured,Tamil Nadu,16,6,8.97
Honda,Livo,2019,189,67.5,61323,27748,Individual,Tier 1,Diesel,Not Insured,Gujarat,24,6,54.75
Suzuki,Gixxer,2021,157,33.1,88814,56488,Dealer,Tier 3,Diesel,Not Insured,Rajasthan,33,4,36.4
Yamaha,SZ,2021,233,38.1,49649,46564,Individual,Tier 1,Diesel,Insured,Gujarat,45,4,6.21
Honda,Livo,2016,303,41.7,71597,36284,Individual,Tier 2,Petrol,Not Insured,Gujarat,19,9,49.32
